SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name,season_type,TEAM_ABBREVIATION,TEAM_ID
22001,949,20101176,"APR 17, 2002",ATL @ BOS,L,38,6,20,0.3,0,0,0.0,4,6,0.667,4,3,7,1,2,3,3,2,16,-10,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101169,"APR 16, 2002",ATL vs. ORL,L,44,9,20,0.45,0,2,0.0,5,5,1.0,2,9,11,4,1,1,2,4,23,-10,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101147,"APR 13, 2002",ATL vs. CLE,W,53,12,24,0.5,2,3,0.667,10,10,1.0,1,11,12,3,3,0,4,3,36,9,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101138,"APR 12, 2002",ATL @ TOR,L,28,5,14,0.357,0,0,0.0,3,4,0.75,2,4,6,1,1,0,7,2,13,-31,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101125,"APR 10, 2002",ATL @ CHH,W,43,11,18,0.611,0,1,0.0,11,12,0.917,1,4,5,4,3,1,4,1,33,12,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101106,"APR 08, 2002",ATL @ DET,L,43,10,19,0.526,0,0,0.0,3,4,0.75,1,3,4,3,1,1,1,2,23,-3,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101095,"APR 06, 2002",ATL vs. CHH,L,42,6,17,0.353,0,3,0.0,9,10,0.9,5,7,12,1,1,1,3,4,21,-9,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101077,"APR 04, 2002",ATL vs. IND,W,40,6,14,0.429,0,1,0.0,4,9,0.444,3,0,3,4,3,0,3,4,16,-1,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101061,"APR 02, 2002",ATL vs. MIL,W,43,4,15,0.267,1,2,0.5,1,4,0.25,0,9,9,8,0,0,2,5,10,8,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101049,"MAR 31, 2002",ATL vs. SAC,L,44,7,18,0.389,1,2,0.5,2,2,1.0,1,5,6,4,1,0,4,2,17,7,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101035,"MAR 29, 2002",ATL @ MIA,L,36,6,12,0.5,0,1,0.0,7,11,0.636,2,5,7,1,0,1,4,3,19,-13,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101025,"MAR 28, 2002",ATL vs. TOR,L,39,10,26,0.385,1,3,0.333,2,4,0.5,3,7,10,5,2,1,2,4,23,-3,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20101011,"MAR 26, 2002",ATL vs. NJN,W,30,7,12,0.583,1,1,1.0,3,3,1.0,1,2,3,3,1,1,2,4,18,5,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20100999,"MAR 24, 2002",ATL @ NJN,L,42,12,21,0.571,0,1,0.0,6,7,0.857,2,5,7,8,2,0,6,3,30,-11,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20100972,"MAR 21, 2002",ATL vs. NYK,W,30,7,13,0.538,1,2,0.5,5,6,0.833,1,8,9,5,1,0,7,1,20,21,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20100961,"MAR 19, 2002",ATL @ CHI,W,38,10,16,0.625,0,0,0.0,5,6,0.833,2,8,10,4,3,1,6,5,25,12,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
22001,949,20100945,"MAR 17, 2002",ATL @ IND,L,31,4,12,0.333,0,1,0.0,1,2,0.5,1,5,6,2,0,0,4,3,9,-19,0,949,Shareef Abdur-Rahim,Regular Season,ATL,1610612737
