SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name,season_type,TEAM_ABBREVIATION,TEAM_ID
22003,1747,20301180,"APR 14, 2004",MIA vs. NJN,W,23,1,6,0.167,1,4,0.25,0,0,0.0,0,3,3,4,2,0,3,1,3,12,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301161,"APR 12, 2004",MIA @ BOS,W,33,4,10,0.4,3,6,0.5,4,5,0.8,0,3,3,4,4,0,3,3,15,12,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301151,"APR 10, 2004",MIA @ CLE,L,37,3,9,0.333,1,3,0.333,1,2,0.5,0,4,4,2,1,0,1,3,8,-9,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301137,"APR 09, 2004",MIA vs. CLE,W,30,4,8,0.5,4,5,0.8,4,4,1.0,0,5,5,4,0,0,2,2,16,16,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301125,"APR 07, 2004",MIA vs. BOS,W,33,4,11,0.364,2,7,0.286,2,2,1.0,0,2,2,7,4,1,2,2,12,2,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301103,"APR 03, 2004",MIA @ CHI,W,35,4,11,0.364,2,7,0.286,0,0,0.0,0,5,5,7,1,1,2,3,10,10,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301093,"APR 02, 2004",MIA @ DET,L,34,3,13,0.231,3,8,0.375,0,0,0.0,0,4,4,6,0,0,0,3,9,-10,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301080,"MAR 31, 2004",MIA @ ATL,W,28,3,8,0.375,2,4,0.5,2,2,1.0,0,1,1,7,1,0,0,1,10,0,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301066,"MAR 29, 2004",MIA vs. CHI,W,24,3,8,0.375,2,6,0.333,0,0,0.0,0,1,1,3,3,0,3,6,8,-6,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301059,"MAR 28, 2004",MIA @ IND,L,25,3,11,0.273,2,6,0.333,0,0,0.0,0,3,3,4,2,1,0,3,8,-13,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301041,"MAR 26, 2004",MIA vs. DAL,W,31,7,15,0.467,5,10,0.5,1,1,1.0,1,1,2,1,1,0,0,2,20,2,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301026,"MAR 24, 2004",MIA @ ORL,W,31,2,9,0.222,1,5,0.2,1,2,0.5,0,2,2,7,2,0,2,3,6,5,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20301007,"MAR 21, 2004",MIA @ WAS,W,29,5,10,0.5,2,3,0.667,0,0,0.0,0,3,3,7,1,0,0,2,12,7,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300997,"MAR 20, 2004",MIA vs. PHI,W,24,3,9,0.333,3,7,0.429,3,3,1.0,0,3,3,3,4,1,2,3,12,32,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300970,"MAR 16, 2004",MIA vs. NOH,W,33,7,13,0.538,3,7,0.429,0,1,0.0,1,5,6,4,1,0,2,3,17,-1,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300961,"MAR 14, 2004",MIA vs. NJN,W,31,5,10,0.5,3,4,0.75,0,0,0.0,0,3,3,9,3,0,4,3,13,10,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300941,"MAR 12, 2004",MIA vs. SEA,W,41,5,12,0.417,3,9,0.333,2,2,1.0,2,2,4,5,5,1,1,2,15,13,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300931,"MAR 10, 2004",MIA @ NOH,L,37,4,12,0.333,2,8,0.25,1,1,1.0,0,1,1,3,1,0,1,5,11,-19,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300920,"MAR 09, 2004",MIA vs. ORL,W,43,2,15,0.133,1,7,0.143,3,4,0.75,0,4,4,5,3,2,0,1,8,9,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300896,"MAR 06, 2004",MIA vs. SAC,W,46,8,21,0.381,3,8,0.375,1,2,0.5,1,6,7,7,2,0,2,4,20,10,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300885,"MAR 04, 2004",MIA vs. MIL,W,43,8,9,0.889,3,4,0.75,4,4,1.0,0,5,5,8,4,1,1,4,23,0,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300868,"MAR 02, 2004",MIA vs. TOR,L,45,6,12,0.5,1,4,0.25,2,2,1.0,0,2,2,5,3,0,1,2,15,1,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300856,"FEB 29, 2004",MIA @ MIL,L,28,2,8,0.25,2,7,0.286,0,0,0.0,0,5,5,7,0,0,0,2,6,2,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300847,"FEB 28, 2004",MIA @ NJN,L,14,3,6,0.5,3,5,0.6,0,0,0.0,0,1,1,1,1,0,3,4,9,1,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300813,"FEB 23, 2004",MIA vs. POR,L,25,2,7,0.286,1,4,0.25,1,2,0.5,0,5,5,2,1,0,1,1,6,-15,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300796,"FEB 21, 2004",MIA vs. DEN,W,24,4,11,0.364,2,5,0.4,0,0,0.0,0,3,3,4,1,0,1,0,10,17,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300787,"FEB 20, 2004",MIA vs. ATL,W,14,4,6,0.667,3,5,0.6,0,0,0.0,0,3,3,5,3,0,2,1,11,14,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300764,"FEB 17, 2004",MIA vs. UTA,W,33,3,10,0.3,3,6,0.5,4,4,1.0,0,3,3,4,1,0,3,1,13,14,0,1747,Rafer Alston,Regular Season,MIA,1610612748
22003,1747,20300751,"FEB 11, 2004",MIA @ ORL,W,45,7,11,0.636,5,6,0.833,4,4,1.0,1,2,3,5,4,0,3,0,23,7,0,1747,Rafer Alston,Regular Season,MIA,1610612748
