SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name,season_type
42005,949,0040500146,"MAY 05, 2006",SAC vs. SAS,L,27,3,5,0.6,0,1,0.0,3,6,0.5,5,3,8,3,1,0,6,4,9,-2,0,949,Shareef Abdur-Rahim,Playoffs
42005,949,0040500145,"MAY 02, 2006",SAC @ SAS,L,17,2,3,0.667,0,0,0.0,1,2,0.5,0,1,1,1,0,0,2,5,5,11,0,949,Shareef Abdur-Rahim,Playoffs
42005,949,0040500144,"APR 30, 2006",SAC vs. SAS,W,22,2,6,0.333,0,1,0.0,2,4,0.5,1,0,1,2,0,0,1,4,6,12,0,949,Shareef Abdur-Rahim,Playoffs
42005,949,0040500143,"APR 28, 2006",SAC vs. SAS,W,11,1,4,0.25,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,4,2,-9,0,949,Shareef Abdur-Rahim,Playoffs
42005,949,0040500142,"APR 25, 2006",SAC @ SAS,L,34,12,19,0.632,0,1,0.0,3,3,1.0,0,9,9,1,1,0,1,5,27,-5,0,949,Shareef Abdur-Rahim,Playoffs
42005,949,0040500141,"APR 22, 2006",SAC @ SAS,L,17,3,6,0.5,0,0,0.0,0,0,0.0,2,6,8,0,0,0,1,5,6,-20,0,949,Shareef Abdur-Rahim,Playoffs
42005,2124,0040500116,"MAY 04, 2006",CHI vs. MIA,L,24,1,4,0.25,0,0,0.0,0,0,0.0,1,4,5,3,1,1,1,3,2,-3,0,2124,Malik Allen,Playoffs
42005,2124,0040500115,"MAY 02, 2006",CHI @ MIA,L,19,3,8,0.375,0,0,0.0,0,0,0.0,2,3,5,0,0,1,1,2,6,-10,0,2124,Malik Allen,Playoffs
42005,2124,0040500114,"APR 30, 2006",CHI vs. MIA,W,19,2,5,0.4,0,0,0.0,0,0,0.0,0,2,2,2,0,2,0,1,4,-3,0,2124,Malik Allen,Playoffs
42005,2124,0040500113,"APR 27, 2006",CHI vs. MIA,W,9,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,2,8,0,2124,Malik Allen,Playoffs
42005,2124,0040500112,"APR 24, 2006",CHI @ MIA,L,17,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,1,3,4,4,-10,0,2124,Malik Allen,Playoffs
42005,2124,0040500111,"APR 22, 2006",CHI @ MIA,L,21,5,8,0.625,0,0,0.0,0,1,0.0,1,3,4,0,1,1,4,4,10,5,0,2124,Malik Allen,Playoffs
42005,1507,0040500303,"MAY 27, 2006",MIA vs. DET,W,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-3,0,1507,Derek Anderson,Playoffs
42005,1507,0040500301,"MAY 23, 2006",MIA @ DET,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,0,1507,Derek Anderson,Playoffs
42005,1507,0040500212,"MAY 10, 2006",MIA vs. NJN,W,7,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,3,3,-2,0,1507,Derek Anderson,Playoffs
42005,1507,0040500211,"MAY 08, 2006",MIA vs. NJN,L,16,0,3,0.0,0,2,0.0,7,8,0.875,0,5,5,1,0,0,1,4,7,7,0,1507,Derek Anderson,Playoffs
42005,1507,0040500116,"MAY 04, 2006",MIA @ CHI,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,0,1507,Derek Anderson,Playoffs
42005,1507,0040500115,"MAY 02, 2006",MIA vs. CHI,W,5,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-5,0,1507,Derek Anderson,Playoffs
42005,1507,0040500114,"APR 30, 2006",MIA @ CHI,L,19,2,4,0.5,2,4,0.5,0,0,0.0,0,2,2,4,1,0,2,3,6,1,0,1507,Derek Anderson,Playoffs
