SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name,season_type,TEAM_ABBREVIATION,TEAM_ID
22002,1505,20201168,"APR 14, 2003",DAL vs. SEA,W,5,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,2,0,-7,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201147,"APR 11, 2003",DAL @ UTA,L,9,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,2,0,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201133,"APR 09, 2003",DAL @ PHX,L,19,2,5,0.4,0,0,0.0,1,2,0.5,1,1,2,1,0,0,2,1,5,-8,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201123,"APR 08, 2003",DAL @ LAL,L,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,4,0,0,1,4,0,3,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201101,"APR 05, 2003",DAL vs. ORL,W,18,4,9,0.444,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,0,8,6,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201086,"APR 03, 2003",DAL vs. LAL,L,19,2,2,1.0,0,0,0.0,0,0,0.0,2,2,4,1,2,0,1,1,4,-5,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201070,"APR 01, 2003",DAL vs. NOH,W,21,2,5,0.4,0,0,0.0,2,2,1.0,3,2,5,0,1,1,0,1,6,3,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201054,"MAR 30, 2003",DAL @ MIN,W,25,5,8,0.625,0,0,0.0,0,2,0.0,1,3,4,6,1,1,0,4,10,27,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201047,"MAR 28, 2003",DAL @ POR,L,30,6,13,0.462,0,1,0.0,0,0,0.0,2,6,8,2,1,0,0,3,12,7,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
22002,1505,20201033,"MAR 26, 2003",DAL @ LAC,W,6,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,1,0,-9,0,1505,Tariq Abdul-Wahad,Regular Season,DAL,1610612742
